Area of The Plot (In Squarefeet),Area of The Plot (In Squarefeet),Age Of The House,Number of Bedrooms,Area Population,Price (In Rupees)
300.1177038,"81,707.236",5,4,37969,1390200.224
219.8921167,"59,865.769",5,4,30905,613788.322
226.0585479,"61,544.583",3,3,30699,677772.3453
294.6865445,"80,228.599",5,3,27255,1535946.643
223.5638368,"60,865.397",5,4,43351,990004.7306
219.8964475,"59,866.948",6,4,32065,1039380.722
237.9044757,"64,769.645",4,4,43511,1107286.973
327.9554624,"89,286.083",5,2,26177,1340909.799
306.2362432,"83,373.012",7,5,25663,1335883.831
217.7366662,"59,278.946",6,3,12352,1015010.538
261.6446191,"71,232.914",4,2,31089,676979.7154
264.8388914,"72,102.557",6,2,41409,1110114.22
295.7880976,"80,528.498",6,5,37717,1641030.478
198.534062,"54,051.025",5,3,27822,914378.3344
244.133005,"66,465.366",6,6,41130,1258563.859
257.4317129,"70,085.948",4,5,51447,1440909.001
277.2280288,"75,475.507",6,6,47448,1624137.595
326.2600451,"88,824.505",8,4,28716,1869886.305
242.2360479,"65,948.918",4,3,41261,1302748.858
250.5761444,"68,219.515",6,6,42343,1429529.63
275.0445892,"74,881.064",5,3,23526,1023162.953
219.9679655,"59,886.419",3,4,54547,673571.346
276.550553,"75,291.064",5,4,48224,1657667.332
254.7314282,"69,350.793",7,4,36779,1392083.818
292.7000025,"79,687.762",6,6,20868,1360100.719
226.5529001,"61,679.171",6,5,34868,1103021.383
284.7653261,"77,527.541",6,4,41813,1322914.051
238.7893538,"65,010.553",6,6,34707,1305185.545
222.2327361,"60,503.004",7,5,49156,1431517.358
192.0367255,"52,282.121",7,3,45868,1137446.993
199.4233727,"54,293.140",5,4,49752,1010477.392
238.4292518,"64,912.515",7,4,48685,1449033.432
257.9007601,"70,213.646",6,3,34386,1064569.606
178.6592836,"48,640.104",4,4,33381,607249.4233
237.0406433,"64,534.466",4,4,52934,1202227.957
214.2776646,"58,337.230",5,2,38235,816813.5324
289.6072652,"78,845.762",6,2,54845,1598159.227
274.3499544,"74,691.950",5,5,55403,1658381.006
250.5694167,"68,217.683",6,3,49241,1312093.361
203.1442158,"55,306.142",6,4,32143,647982.6536
253.4898387,"69,012.770",7,5,33070,1492786.627
223.4948625,"60,846.618",4,3,28172,627733.7434
344.6754027,"93,838.098",4,6,44138,1827500.892
289.8757872,"78,918.867",5,4,36712,1339254.727
308.1585379,"83,896.358",7,4,43673,1620949.437
288.3440875,"78,501.861",7,3,34686,1637944.645
287.3800656,"78,239.406",5,3,36937,1216888.02
257.9242621,"70,220.044",6,4,46222,1555497.546
228.409161,"62,184.539",5,6,26008,873048.3196
250.5096534,"68,201.412",4,2,43468,846055.7174
245.5930971,"66,862.877",7,3,15326,1028493.601
307.2099964,"83,638.117",7,4,24566,1569600.446
298.0699223,"81,149.726",5,3,54930,1798232.803
276.6520423,"75,318.694",5,3,33281,1402146.873
186.7658193,"50,847.113",5,4,34764,398909.5099
257.4477771,"70,090.321",5,2,26391,933157.3392
233.7179008,"63,629.847",4,5,33518,712285.8256
246.376109,"67,076.052",5,3,40407,1261927.419
227.3972334,"61,909.041",6,4,28954,1063964.288
244.7145517,"66,623.692",6,2,47995,1302029.013
302.631134,"82,391.519",7,3,33232,1957891.588
231.1007318,"62,917.321",5,2,36845,849153.1225
224.8470075,"61,214.741",7,6,32254,1070720.058
205.519027,"55,952.686",5,3,30758,714166.3978
345.2458408,"93,993.400",6,3,37062,1441882.522
255.0449217,"69,436.142",4,3,30885,693681.0044
247.1803865,"67,295.017",5,3,40190,1060123.73
285.8587535,"77,825.227",7,5,31440,1535262.441
199.9350974,"54,432.457",7,5,41558,1454681.937
213.701684,"58,180.419",5,3,36507,1062593.483
326.5532803,"88,904.338",7,2,41808,1907859.059
291.7991559,"79,442.506",6,2,4114,965318.6958
247.5289159,"67,389.905",6,2,34710,1109639.996
236.4772436,"64,381.080",6,3,44712,1118595.119
260.3536088,"70,881.436",5,4,36040,1049661.039
304.3504061,"82,859.592",8,4,60041,2294647.784
245.1306989,"66,736.989",5,6,54087,1356062.104
243.4317748,"66,274.456",7,3,30082,989903.6448
237.3608338,"64,621.638",7,3,44288,1499243.168
247.1447689,"67,285.321",6,2,37956,1160246.73
256.8104537,"69,916.809",6,2,41686,1302347.574
315.1616815,"85,802.968",6,4,26139,1553311.161
284.5163522,"77,459.758",4,4,37910,945252.1918
255.6923235,"69,612.398",6,6,26489,1158697.6
275.1092146,"74,898.659",7,3,32530,1261239.272
218.4896009,"59,483.933",7,3,38894,1257282.159
251.7075526,"68,527.541",6,4,34977,1279464.647
177.3324053,"48,278.860",5,6,51148,943854.7279
273.033467,"74,333.535",7,2,41440,1404540.758
334.6847175,"91,118.127",5,5,23038,1296636.271
277.9343048,"75,667.791",6,2,46782,1450996.038
300.2928303,"81,754.914",6,4,42976,1654965.296
228.8854697,"62,314.215",6,3,48263,1030866.952
236.624794,"64,421.251",7,4,42873,1204103.087
252.0901824,"68,631.713",5,3,39636,1115721.687
221.5523822,"60,317.777",4,3,32276,606863.1415
214.4640593,"58,387.977",7,3,28318,971174.9868
229.2245553,"62,406.531",5,6,30541,1029855.714
297.6134397,"81,025.448",6,4,25851,1246791.029
278.9766601,"75,951.573",6,2,35231,1146886.093
269.8991481,"73,480.215",6,4,19481,1075550.215
248.0626254,"67,535.208",7,2,32376,1074263.317
226.1791878,"61,577.428",7,2,34810,1115394.393
269.5621799,"73,388.475",5,3,41648,1496210.216
212.0484375,"57,730.322",5,6,42451,1299991.951
250.1412862,"68,101.124",7,4,29828,1446983.542
233.2904263,"63,513.467",6,4,46819,1257376.174
278.6624953,"75,866.042",6,2,36699,1549303.499
215.5976339,"58,696.593",6,3,21434,828477.2913
280.6808696,"76,415.545",6,2,52720,1642011.345
261.1220597,"71,090.647",5,2,26030,847387.2058
247.8249871,"67,470.510",5,2,32201,968082.1645
239.6500422,"65,244.876",8,6,39758,1495384.004
224.9749274,"61,249.567",4,3,30289,678721.8842
284.6732523,"77,502.474",7,4,39076,1427551.145
188.9625952,"51,445.187",7,5,44966,1093873.291
271.65039,"73,956.991",7,2,46776,1653232.551
257.9291017,"70,221.362",5,3,39692,1178272.297
214.3413691,"58,354.574",6,3,35766,755843.709
291.1831439,"79,274.796",4,5,42774,1210366.529
213.7563021,"58,195.289",6,2,31790,980231.2309
249.7742383,"68,001.195",5,4,47116,1122083.251
294.4893931,"80,174.925",6,3,45233,1441376.394
209.9543386,"57,160.202",7,3,43467,1251794.179
260.0536554,"70,799.773",6,5,33866,1257217.29
348.9460584,"95,000.786",5,5,44203,1986811.17
282.1236541,"76,808.344",7,4,31130,1550242.01
232.0185385,"63,167.195",6,3,34317,1305127.336
251.1154518,"68,366.341",4,2,42523,940162.7245
249.4766621,"67,920.180",6,4,15801,690958.5497
252.7213639,"68,803.552",4,5,39475,1153029.616
228.196885,"62,126.747",7,5,20804,1116487.357
280.617836,"76,398.384",7,3,39015,1534171.953
203.8947381,"55,510.472",6,4,26153,893435.1192
142.2733323,"38,734.005",6,2,38891,401148.5688
228.6339555,"62,245.740",5,6,44374,1290755.036
326.6592864,"88,933.199",6,6,52976,1865071.41
213.8829476,"58,229.769",5,5,44972,1251430.92
214.0751659,"58,282.100",6,3,49586,1133910.648
270.6676078,"73,689.428",5,4,49240,1688093.257
226.5108419,"61,667.721",6,4,65185,1394132.241
288.2010031,"78,462.906",5,4,17228,923444.1448
186.8024893,"50,857.097",6,3,40790,1131533.555
269.3530938,"73,331.551",7,3,42656,1475700.71
192.9887864,"52,541.320",5,3,41258,842985.8529
286.2178295,"77,922.986",6,4,36562,1327718.382
252.751188,"68,811.672",6,2,33911,1220700.696
203.5667196,"55,421.169",8,3,30995,1403176.429
252.6226116,"68,776.667",6,4,37987,1331656.494
204.559674,"55,691.501",5,4,44019,1051567.946
266.8664962,"72,654.573",6,3,51456,1813857.826
247.4281225,"67,362.464",6,4,32363,1041237.817
333.7512863,"90,864.000",6,2,41837,1746086.989
254.0808449,"69,173.672",6,4,44935,1412881.784
314.3881808,"85,592.382",6,6,25670,1557626.781
226.3541427,"61,625.059",7,3,52850,1797105.103
239.4778442,"65,197.995",7,4,28162,923246.8621
279.1886848,"76,009.297",5,3,26888,834185.5784
254.9894223,"69,421.032",8,2,38962,1603749.984
291.4536348,"79,348.437",6,3,50519,1510996.435
298.3984741,"81,239.174",6,4,27385,1496539.313
262.0690567,"71,348.467",6,5,45263,1447325.64
279.2455067,"76,024.767",7,6,16619,1361841.952
229.28126,"62,421.969",6,5,50370,1409977.131
312.9202694,"85,192.742",7,2,22850,1534111.581
279.570941,"76,113.367",6,6,46904,1484688.234
278.3012907,"75,767.703",6,3,27445,1379169.449
286.7580949,"78,070.074",4,3,60023,1884385.65
260.6607965,"70,965.068",5,6,15482,856383.5014
304.9264921,"83,016.431",7,3,34140,1689512.18
261.175851,"71,105.292",6,4,48457,1640185.798
157.2631515,"42,814.993",5,4,41426,452530.1767
250.0322282,"68,071.433",5,3,35526,980145.7829
268.1072175,"72,992.361",5,5,35123,1449409.436
223.7376453,"60,912.716",5,3,41100,814784.2457
259.5791321,"70,670.584",8,5,40022,1735637.414
192.1330149,"52,308.336",7,3,35704,964924.4933
250.5435106,"68,210.630",7,5,52591,1490718.335
254.8387482,"69,380.011",6,5,28116,1086186.428
295.1926062,"80,366.375",7,4,42776,1759180.044
274.6558131,"74,775.220",6,2,36903,1315828.86
239.5228281,"65,210.242",6,3,39286,1137685.116
284.0618926,"77,336.031",6,4,30223,1446155.18
266.8928571,"72,661.750",6,4,47048,1602903.281
288.9116422,"78,656.378",5,3,30158,1440246.33
234.43249,"63,824.395",5,4,40086,800146.2261
274.1067782,"74,625.745",5,4,35549,1491538.499
223.1371619,"60,749.234",6,3,32891,969323.4858
252.6381874,"68,780.907",5,6,36592,1055772.871
253.1626219,"68,923.685",7,4,40904,1299430.176
257.8168317,"70,190.796",7,2,29215,1340094.966
318.423033,"86,690.873",6,3,42590,1723729.655
253.2049899,"68,935.220",6,5,37908,1214104.934
208.8222695,"56,851.996",5,2,23916,393639.074
189.4808213,"51,586.274",8,3,55449,1472539.958
214.0548945,"58,276.581",4,4,31457,502553.0522
303.8153103,"82,713.911",6,4,29936,1296223.706
269.7921738,"73,451.091",6,2,49252,1342814.949
255.8935406,"69,667.179",7,4,53056,1698219.757
218.0901681,"59,375.187",5,4,20795,555504.1478
242.5586146,"66,036.737",6,3,45577,1298980.829
242.0017698,"65,885.136",8,4,34101,1440736.583
284.3601174,"77,417.223",6,6,26527,1145351.161
287.5159557,"78,276.402",7,4,29483,1546957.226
246.6875782,"67,160.850",6,2,33805,1070818.731
300.5901663,"81,835.864",8,3,51039,1993453.673
225.6229856,"61,426.001",4,3,45701,891981.0976
297.1147091,"80,889.669",7,6,12514,1443842.023
335.9343018,"91,458.327",4,2,34253,1305219.521
217.1513248,"59,119.586",5,6,45539,1238708.76
284.3480133,"77,413.928",6,3,28795,1241386.737
221.934299,"60,421.754",6,4,32755,849008.7047
291.4742517,"79,354.050",7,6,39092,1656785.448
231.9596542,"63,151.163",8,5,42266,1896650.323
252.7267584,"68,805.021",6,6,40744,1300362.028
286.6214859,"78,032.882",4,4,35335,1159749.09
279.4182137,"76,071.786",7,2,15586,1263743.971
232.6333085,"63,334.566",7,6,35639,1292643.52
233.7950732,"63,650.857",6,3,46457,1357710.965
243.0918733,"66,181.917",5,3,25337,945551.1489
263.4234116,"71,717.191",6,5,51975,1572099.69
273.3493545,"74,419.536",8,3,48591,2019424.222
217.7761111,"59,289.685",7,4,29497,831471.5304
265.1871798,"72,197.378",7,3,34599,1408347.445
255.0000602,"69,423.929",6,2,36409,1154126.216
235.9285001,"64,231.684",4,5,59718,1521085.472
242.4431835,"66,005.311",5,4,43284,1522143.641
304.6600377,"82,943.889",6,4,50525,1528714.305
263.4924201,"71,735.979",6,4,38245,1289042.121
210.5411156,"57,319.953",7,6,44738,1222799.34
265.7962722,"72,363.204",5,3,42544,792174.1738
322.0494339,"87,678.163",5,3,43806,1753967.477
243.9082106,"66,404.166",6,5,35977,1149524.699
346.3560805,"94,295.663",5,6,46015,1876497.269
223.6605691,"60,891.732",7,3,41217,1045348.23
302.1632801,"82,264.145",5,3,37581,1323300.72
215.4860925,"58,666.226",5,2,48133,997239.7078
229.5580642,"62,497.329",7,4,27485,1204939.904
309.3699527,"84,226.166",8,5,30167,1877941.971
273.2075994,"74,380.943",5,3,37316,1245053.433
270.9038274,"73,753.739",6,2,24971,1165990.604
280.4612142,"76,355.744",5,4,50210,1517152.585
216.8028384,"59,024.711",5,3,36272,847767.9216
199.2335412,"54,241.458",7,3,38998,1012269.469
332.3907683,"90,493.598",5,2,45211,1439431.453
303.6364805,"82,665.225",7,2,35513,1461511.881
167.2008967,"45,520.550",6,4,20070,678587.2437
216.4460668,"58,927.579",6,4,49101,783350.6732
233.9369206,"63,689.475",6,6,36260,1499552.269
304.8292466,"82,989.956",6,4,19373,1458422.811
299.7784311,"81,614.869",5,3,33611,1228879.867
288.9306242,"78,661.546",5,4,25087,932380.5504
209.0247977,"56,907.134",5,4,38959,834268.3429
274.1477531,"74,636.900",6,6,22881,1351007.041
234.8060891,"63,926.107",5,3,54955,1068786.672
228.9076693,"62,320.259",6,4,14596,1124396.249
373.1843277,"1,01,599.671",8,6,37524,2370231.32
242.6130227,"66,051.550",7,6,26762,1334952.605
262.5368576,"71,475.826",7,4,48227,1504441.01
231.9112403,"63,137.983",5,3,47697,1153435.092
210.1871081,"57,223.574",6,3,44907,1259357.023
279.4305841,"76,075.154",7,4,40369,1567745.807
273.9360752,"74,579.271",6,5,44874,1516419.721
309.6137132,"84,292.530",6,3,36447,1365151.394
290.6161861,"79,120.442",5,4,39564,1046030.114
209.8936467,"57,143.679",6,2,51479,1233965.837
243.5277392,"66,300.582",6,4,31582,1009769.078
257.7086094,"70,161.333",6,4,37788,1453597.507
276.2613446,"75,212.327",6,3,23163,1103206.755
318.6875304,"86,762.883",7,2,47725,1571253.531
254.1041485,"69,180.016",7,2,38115,1400111.497
286.5408195,"78,010.920",7,4,44157,1822987.82
239.4562105,"65,192.106",6,4,26228,1174747.551
225.2522888,"61,325.079",4,2,51407,1147908.529
229.9988352,"62,617.329",5,3,48372,1124125.921
234.969605,"63,970.624",4,3,31945,822934.8313
252.9308537,"68,860.586",6,3,40543,1448774.971
245.0013235,"66,701.766",5,4,37753,1063630.928
271.161676,"73,823.939",5,3,10556,861657.3994
231.3867582,"62,995.192",5,4,34347,1034760.04
278.6568248,"75,864.498",6,3,35757,1240864.154
266.9882954,"72,687.733",7,5,35427,1442372.044
246.3168448,"67,059.918",6,6,35294,1390620.168
237.6684379,"64,705.383",5,2,33900,862407.817
229.1361451,"62,382.461",6,2,14347,695152.1733
225.3656662,"61,355.946",8,3,43645,1392537.29
217.9281187,"59,331.069",5,5,46670,1200653.345
162.4185043,"44,218.541",6,4,35421,920540.6539
217.670241,"59,260.862",6,3,55030,1300433.575
290.7589202,"79,159.301",5,4,41297,1172188.194
282.5225814,"76,916.953",6,3,28213,1054732.6
229.386531,"62,450.629",4,3,41190,615568.1134
244.0673204,"66,447.483",4,4,48261,1271396.518
228.3689066,"62,173.580",5,3,3883,231189.821
218.9575504,"59,611.332",6,3,40395,1040782.486
240.7013993,"65,531.109",6,3,39367,1111710.9
193.5026842,"52,681.229",5,3,44203,885796.2796
195.9540928,"53,348.626",6,3,36500,809755.6175
194.8523363,"53,048.673",7,3,46984,1095794.165
272.8480827,"74,283.064",6,6,21446,1138609.173
184.4346087,"50,212.440",7,5,20914,873241.9886
275.526782,"75,012.342",7,4,42877,1413579.817
300.6735791,"81,858.573",7,4,32550,1730084.479
197.1127725,"53,664.078",4,2,57111,996243.4249
328.751653,"89,502.847",4,2,40836,1273518.737
190.7359549,"51,927.985",6,6,32257,970177.1054
278.8877195,"75,927.359",6,4,22994,1143203.068
311.4879319,"84,802.788",5,6,35748,1437983.825
245.9559521,"66,961.664",7,2,33423,1128720.42
317.2648528,"86,375.558",6,3,39782,1532533.611
216.8826677,"59,046.444",7,4,37814,1082588.727
251.123016,"68,368.401",6,5,28439,1156308.169
224.1265774,"61,018.603",5,3,43396,1168760.428
240.8308676,"65,566.357",8,6,30117,1357575.852
219.9372982,"59,878.069",5,4,44213,920498.9374
281.2609601,"76,573.475",6,3,40002,1810782.413
253.4920371,"69,013.368",6,4,17180,903657.5625
289.1985676,"78,734.494",8,3,36688,1850513.527
216.844128,"59,035.952",7,2,34753,1148720.905
308.3193096,"83,940.128",5,3,34602,1492033.205
201.726116,"54,920.063",7,3,22836,831168.8337
240.7885743,"65,554.843",5,6,39240,1130677.466
221.0032452,"60,168.274",5,3,33460,737202.4576
192.9868663,"52,540.797",5,3,32090,578309.0862
210.0373511,"57,182.802",7,4,39293,1112223.008
203.7463811,"55,470.082",6,2,36246,962531.6649
249.3181442,"67,877.023",6,2,19524,843650.8279
255.0588823,"69,439.943",5,5,33996,1217267.934
190.5380146,"51,874.096",6,3,26198,450307.0174
277.8906771,"75,655.914",7,3,31225,1663473.121
308.441157,"83,973.301",6,4,20160,1164615.968
242.3785391,"65,987.711",6,3,31772,1263018.127
346.3435934,"94,292.264",6,5,53621,2197436.875
231.1774827,"62,938.217",7,3,48947,1721261.812
264.9204883,"72,124.771",6,5,45416,1670908.662
207.1559298,"56,398.334",6,4,50910,1148749.933
186.1005339,"50,665.989",7,5,29726,1154883.288
328.6514257,"89,475.560",7,2,31070,1707269.528
167.617026,"45,633.842",7,2,42372,1108406.786
245.6402962,"66,875.727",6,4,28819,1256599.179
212.4863557,"57,849.546",7,2,43049,1180967.735
230.9679162,"62,881.162",6,2,22580,905435.8429
224.394164,"61,091.454",6,4,46537,1450122.715
242.3259143,"65,973.384",6,3,40765,1382810.706
258.1470119,"70,280.688",5,2,38916,868694.0737
273.3809067,"74,428.126",6,2,49466,1471746.555
181.8184149,"49,500.179",6,5,25187,676377.6614
326.5587898,"88,905.838",6,2,26965,1462422.256
234.5562178,"63,858.080",5,5,23808,1036782.245
235.2392392,"64,044.033",5,4,58888,1122967.385
268.2639306,"73,035.026",8,4,43408,1877073.575
285.4814193,"77,722.498",5,6,57288,1657363.057
254.1250488,"69,185.706",6,6,50097,1757395.787
246.843448,"67,203.286",7,6,44610,1539084.922
255.0828024,"69,446.455",7,6,47025,1738788.382
252.3419916,"68,700.268",7,2,22481,1189466.714
208.1580073,"56,671.150",7,4,54543,1316793.569
282.1832142,"76,824.560",6,4,43905,1542970.948
230.8420871,"62,846.905",6,2,34629,1024973.195
268.4520384,"73,086.238",7,4,28913,1353182.494
257.382399,"70,072.522",6,6,43182,1594089.241
275.0465512,"74,881.599",4,5,60895,1501048.204
195.7314187,"53,288.003",4,3,48927,810537.1484
272.7114511,"74,245.866",5,4,53039,1270297.545
305.2783032,"83,112.212",6,4,44877,1591022.904
239.6461704,"65,243.822",5,6,26710,1040652.839
231.135185,"62,926.701",7,2,6249,639471.7361
195.7837822,"53,302.259",8,2,33223,867898.2822
201.894386,"54,965.875",4,4,47461,776125.5971
270.7234528,"73,704.632",8,2,11638,1202844.374
237.5573162,"64,675.130",6,3,53743,1346379.985
265.9052925,"72,392.885",6,4,23997,1014430.121
275.6060329,"75,033.918",5,2,27356,1373512.302
298.5912968,"81,291.670",5,4,33098,1454749.807
205.6635584,"55,992.035",5,3,32033,1166600.457
209.7648669,"57,108.618",7,2,43511,1093253.491
302.5638787,"82,373.208",6,4,67702,2130762
247.6886773,"67,433.400",8,3,41030,1719762.308
224.3829233,"61,088.394",6,2,40427,1019880.653
255.8331177,"69,650.729",6,3,41608,1296645.375
235.6782071,"64,163.542",7,3,39355,1372878.534
251.9989339,"68,606.870",6,3,36085,1117011.106
241.4675204,"65,739.686",6,4,27721,959734.8133
186.2598179,"50,709.354",5,3,60200,1074824.816
239.0586888,"65,083.880",4,3,39498,922054.1319
215.7075923,"58,726.529",5,3,40771,1017374.023
215.2187732,"58,593.448",6,2,45695,1227401.539
218.4269115,"59,466.866",7,3,44826,1226041.783
292.4506088,"79,619.864",5,3,36157,1411334.219
231.8989602,"63,134.639",7,6,27554,1317234.043
300.0908357,"81,699.921",7,4,33957,1250144.012
183.1519205,"49,863.227",7,5,42057,1389047.558
245.4915113,"66,835.220",7,3,23524,792449.5431
298.6289435,"81,301.920",7,4,40860,1860681.947
247.3829582,"67,350.168",6,4,26076,1110827.822
286.3077401,"77,947.464",6,5,29661,1539129.364
220.1685155,"59,941.018",7,2,37853,1132779.837
256.6618693,"69,876.357",5,6,20039,839629.5122
275.1498593,"74,909.724",4,2,40194,1243239.003
228.502211,"62,209.872",6,4,32530,1104109.035
306.2348854,"83,372.642",9,4,14502,1664301.512
217.7163778,"59,273.422",6,6,20353,818289.7642
194.366369,"52,916.368",7,4,36105,1062666.366
237.7020127,"64,714.524",5,4,23837,730043.6451
232.9758029,"63,427.811",5,6,31690,1307173.872
267.7147946,"72,885.523",8,2,36711,1464710.206
234.2695726,"63,780.040",5,4,32010,769851.8034
219.3197194,"59,709.933",6,3,39384,1012023.399
250.7820814,"68,275.581",6,4,31383,866328.1313
288.5458714,"78,556.797",6,3,34678,1222726.564
211.0993899,"57,471.943",6,5,35823,998702.0371
215.1822647,"58,583.508",7,6,39910,1644242.137
244.3970514,"66,537.253",6,6,53721,1817188.451
287.4892918,"78,269.143",7,2,54955,1553976.234
259.1816112,"70,562.359",7,3,26073,850593.3377
240.9326506,"65,594.067",7,3,24581,1179987.324
266.2737927,"72,493.209",7,4,40723,1554986.695
223.1659844,"60,757.081",6,5,35561,1281378.174
267.8446184,"72,920.868",5,3,35656,1125677.604
279.649219,"76,134.678",7,3,34956,1705889.887
209.2110271,"56,957.835",6,2,29499,783565.1025
200.7073594,"54,642.706",6,6,42987,1355362.956
220.4545584,"60,018.894",7,3,35189,927181.0664
247.6288515,"67,417.112",6,3,36002,1058517.81
206.0183961,"56,088.639",6,6,44797,1397564.156
260.2386224,"70,850.131",5,3,14732,635429.2305
255.9864481,"69,692.473",5,4,41818,1104701.234
250.1542679,"68,104.659",6,3,35008,1368134.998
185.5696805,"50,521.464",7,5,36714,1204117.419
238.3840084,"64,900.198",5,3,21815,517937.5895
289.9965158,"78,951.736",5,2,31055,1241182.835
284.8621678,"77,553.906",5,6,53406,1603627.28
208.3901495,"56,734.351",6,4,27982,1063206.378
267.5034019,"72,827.971",7,4,39730,1269293.209
280.2808831,"76,306.649",5,4,18042,1063399.275
210.4436861,"57,293.427",9,4,27992,1561313.838
239.0741457,"65,088.088",6,3,39863,1135613.432
249.0854661,"67,813.677",6,3,30254,1057347.166
194.184677,"52,866.902",7,4,31926,772310.2278
205.5336923,"55,956.678",6,3,32845,989263.2366
206.5212957,"56,225.554",6,4,35246,699323.2624
262.7467841,"71,532.979",8,3,28635,1596342.909
259.00555,"70,514.426",4,5,52378,1499153.081
200.8205452,"54,673.521",4,5,39161,770770.5849
214.5533391,"58,412.283",6,6,22900,1055484.373
238.243386,"64,861.913",6,5,25032,1240503.524
303.5146105,"82,632.046",5,3,13163,900973.3764
262.6249388,"71,499.807",6,3,27417,1035976.953
275.6082583,"75,034.524",6,3,25348,1086447.511
203.6618989,"55,447.082",7,5,37723,1366980.91
294.5676947,"80,196.242",7,3,48695,1616937.019
222.148442,"60,480.055",7,4,46362,1639944.959
149.060361,"40,581.778",4,5,48820,509499.589
227.4847674,"61,932.873",7,4,34143,1200125.447
346.7132317,"94,392.898",7,6,41462,2142896.556
243.2920886,"66,236.426",6,4,45922,1301089.712
281.9897367,"76,771.885",7,4,35690,1860648.745
278.6074066,"75,851.044",6,4,26832,1283996.968
222.2578405,"60,509.838",5,5,35377,947355.9701
227.9230487,"62,052.195",4,4,41723,875799.2473
226.4716234,"61,657.044",8,4,42286,1483041.335
340.1616577,"92,609.228",5,5,29421,1508856.424
297.6600751,"81,038.145",5,2,35371,1302814.489
198.3928247,"54,012.573",6,5,21654,747396.2531
240.856962,"65,573.461",6,3,58195,1723397.089
210.5992904,"57,335.791",5,6,41826,1059431.451
235.4377657,"64,098.081",7,3,43770,1309397.049
239.5306301,"65,212.366",6,5,29583,981232.6124
239.6914114,"65,256.139",7,3,37875,1389763.822
328.6994699,"89,488.640",5,6,49090,1599963.807
199.8740336,"54,415.833",7,3,38938,1208843.277
281.6321137,"76,674.522",7,6,43156,2059301.343
230.3111935,"62,702.369",6,3,47285,1272337.504
267.3571974,"72,788.167",7,3,31766,1390377.375
265.9880947,"72,415.428",6,4,28885,1212899.219
271.4267429,"73,896.103",6,3,44257,1393482.85
321.547285,"87,541.453",7,3,31045,1603046.179
263.888305,"71,843.759",6,4,27676,1063069.916
272.3274853,"74,141.331",5,3,46905,1068492.613
272.1811567,"74,101.493",6,3,34629,1337973.732
157.7367701,"42,943.936",6,3,34469,889831.1511
261.7724141,"71,267.706",6,4,36795,1308231.769
266.8704462,"72,655.649",8,4,23623,1612102.097
266.4130921,"72,531.134",5,4,15167,578161.4955
265.4156617,"72,259.583",7,2,45599,1454126.551
233.5860516,"63,593.951",8,6,40186,1684537.961
314.7695269,"85,696.204",6,4,24138,1347210.092
294.1331254,"80,077.931",6,5,30774,1603342.669
276.72999,"75,339.916",5,5,49307,1383563.574
200.6174789,"54,618.236",6,4,40674,705444.1168
245.4693397,"66,829.184",6,4,48777,1418045.719
303.9859794,"82,760.376",6,4,33839,1457755.979
292.9985914,"79,769.053",7,5,22670,1617405.425
171.9017934,"46,800.373",7,4,29587,456019.1712
287.1849413,"78,186.283",6,4,28130,1348804.229
239.0859765,"65,091.309",5,5,49224,1579360.825
188.1306101,"51,218.678",5,2,21092,385678.1667
272.1599254,"74,095.713",6,3,32774,1121023.437
230.5560625,"62,769.035",6,4,43314,1178553.616
238.150606,"64,836.654",6,6,35164,1296467.994
217.2329045,"59,141.796",6,2,29387,313651.5032
244.9902071,"66,698.740",5,5,51748,1530294.577
278.7597023,"75,892.506",5,3,40909,1249914.395
257.2308886,"70,031.273",5,4,36679,1270432.4
292.9543883,"79,757.019",4,2,45131,1123753.734
220.4932686,"60,029.433",6,6,32818,1005087.361
258.3259708,"70,329.410",6,4,48077,1712282.259
242.0855562,"65,907.947",6,3,33304,698457.6776
319.8091522,"87,068.245",6,4,16083,1322439.108
280.356414,"76,327.212",7,3,42939,1599615.745
228.8904981,"62,315.584",7,3,47164,1142264.248
233.5344331,"63,579.898",3,6,51246,1012768.756
243.1497488,"66,197.674",6,4,55849,1244916.548
242.3659972,"65,984.297",6,2,40977,1016526.594
260.4002773,"70,894.141",7,4,24878,1383565.696
287.1847807,"78,186.239",6,4,49618,1526369.647
218.6933821,"59,539.412",6,3,14404,961495.0964
283.427439,"77,163.301",5,6,27767,1228362.747
246.3980501,"67,082.026",6,4,40412,1674680.741
195.1166396,"53,120.629",7,5,36101,1411217.493
290.5237628,"79,095.279",7,3,23624,1476392.551
261.6859662,"71,244.171",6,2,15769,751324.1387
290.3902854,"79,058.940",5,3,35074,1366714.376
311.123711,"84,703.628",6,2,51170,1718625.945
268.1393597,"73,001.111",5,3,45338,1344869.28
334.1494713,"90,972.406",5,3,24944,1442079.057
284.1574795,"77,362.055",6,3,24171,1000892.046
260.2387522,"70,850.166",6,5,42036,1553395.562
298.4316148,"81,248.197",8,4,48923,1969256.933
265.0988512,"72,173.331",6,2,42946,1435261.987
171.2678807,"46,627.789",5,3,37303,718874.6798
301.6117177,"82,113.982",7,2,51561,1883082.276
230.0177685,"62,622.484",6,6,48900,1502443.23
259.3466216,"70,607.283",7,3,58793,1513650.381
295.0808957,"80,335.962",6,4,56689,1410264.405
215.8490464,"58,765.040",6,4,30997,647691.8352
319.0069476,"86,849.844",6,3,45178,1675062.891
264.1634537,"71,918.668",8,5,23691,1336134.486
